id,title,category,startDate,endDate,venue,address,eventUrl,ticketUrl,source
serper_www.berkeleyrep.org/media/esenzm33/berkeley-rep-matchbox-magic-flute-extension.pdf,[PDF] THE MATCHBOX MAGIC FLUTE | Berkeley Repertory Theatre,theatre,,,,,https://www.berkeleyrep.org/media/esenzm33/berkeley-rep-matchbox-magic-flute-extension.pdf,https://www.berkeleyrep.org/media/esenzm33/berkeley-rep-matchbox-magic-flute-extension.pdf,serper
serper_www.sfmoma.org/events,Events - SFMOMA,art,,,,,https://www.sfmoma.org/events/,https://www.sfmoma.org/events/,serper
serper_www.sfmoma.org/visit,SFMOMA · Visitor's Guide,art,,,,,https://www.sfmoma.org/visit/,https://www.sfmoma.org/visit/,serper
serper_www.sfmoma.org/free-days,First Thursdays + Free Days at SFMOMA,art,,,,,https://www.sfmoma.org/free-days/,https://www.sfmoma.org/free-days/,serper
serper_www.sfmoma.org/upcoming-exhibitions,Upcoming Exhibitions - SFMOMA,art,,,,,https://www.sfmoma.org/upcoming-exhibitions/,https://www.sfmoma.org/upcoming-exhibitions/,serper
serper_www.sfmoma.org/event/rooftop-radio-folkyeah,Rooftop Radio: (((folkYEAH!))) - SFMOMA,art,,,,,https://www.sfmoma.org/event/rooftop-radio-folkyeah/,https://www.sfmoma.org/event/rooftop-radio-folkyeah/,serper
serper_www.sfmoma.org/visit/thursday-nights,Thursday Nights at SFMOMA,art,,,,,https://www.sfmoma.org/visit/thursday-nights/,https://www.sfmoma.org/visit/thursday-nights/,serper
serper_www.sfmoma.org/visit/free-to-see,Free to See - SFMOMA,art,,,,,https://www.sfmoma.org/visit/free-to-see/,https://www.sfmoma.org/visit/free-to-see/,serper
serper_www.sfmoma.org/exhibitions,What's On View - SFMOMA,art,,,,,https://www.sfmoma.org/exhibitions/,https://www.sfmoma.org/exhibitions/,serper
serper_www.sfmoma.org/event/rooftop-radio-dirtybird,Rooftop Radio: Dirtybird - SFMOMA,art,,,,,https://www.sfmoma.org/event/rooftop-radio-dirtybird/,https://www.sfmoma.org/event/rooftop-radio-dirtybird/,serper
serper_www.sfmoma.org,SFMOMA - San Francisco,art,,,,,https://www.sfmoma.org/,https://www.sfmoma.org/,serper
serper_www.sfmoma.org/artists-gallery/exhibitions-events,Artists Gallery Exhibitions + Events - SFMOMA,art,,,,,https://www.sfmoma.org/artists-gallery/exhibitions-events/,https://www.sfmoma.org/artists-gallery/exhibitions-events/,serper
serper_www.sfmoma.org/event/first-thursdays-at-sfmoma-free-admission-for-bay-area-residents,First Thursdays at SFMOMA: Free Admission for Bay Area Residents,art,,,,,https://www.sfmoma.org/event/first-thursdays-at-sfmoma-free-admission-for-bay-area-residents/,https://www.sfmoma.org/event/first-thursdays-at-sfmoma-free-admission-for-bay-area-residents/,serper
serper_www.sfmoma.org/event/series/art-bash,Art Bash 2025 - SFMOMA,art,,,,,https://www.sfmoma.org/event/series/art-bash/,https://www.sfmoma.org/event/series/art-bash/,serper
serper_www.sfmoma.org/exhibition/art-of-noise,Art of Noise - SFMOMA,art,,,,,https://www.sfmoma.org/exhibition/art-of-noise/,https://www.sfmoma.org/exhibition/art-of-noise/,serper
serper_www.sfmoma.org/event/series/fog-design-and-art-fair,FOG Design+Art 2026 - SFMOMA,art,,,,,https://www.sfmoma.org/event/series/fog-design-and-art-fair/,https://www.sfmoma.org/event/series/fog-design-and-art-fair/,serper
serper_www.sfmoma.org/event/free-community-day-ruth-asawa,Free Community Day: Ruth Asawa - SFMOMA,art,,,,,https://www.sfmoma.org/event/free-community-day-ruth-asawa/,https://www.sfmoma.org/event/free-community-day-ruth-asawa/,serper
serper_www.sfmoma.org/events/venues/fort-mason-center-gallery-308,"Events at Fort Mason Center, Gallery 308 - San Francisco - SFMOMA",art,,,,,https://www.sfmoma.org/events/venues/fort-mason-center-gallery-308/,https://www.sfmoma.org/events/venues/fort-mason-center-gallery-308/,serper
serper_www.sfmoma.org/event/second-sundays-for-families,Second Sundays for Families - SFMOMA,art,,,,,https://www.sfmoma.org/event/second-sundays-for-families/,https://www.sfmoma.org/event/second-sundays-for-families/,serper
serper_www.sfmoma.org/exhibition/get-in-the-game,"Get in the Game: Sports, Art, Culture - SFMOMA",art,,,,,https://www.sfmoma.org/exhibition/get-in-the-game/,https://www.sfmoma.org/exhibition/get-in-the-game/,serper
serper_www.sfmoma.org/event/live-musical-performance-by-astu,Live Musical Performance by ASTU - SFMOMA,art,,,,,https://www.sfmoma.org/event/live-musical-performance-by-astu/,https://www.sfmoma.org/event/live-musical-performance-by-astu/,serper
serper_events.stanford.edu/event/starry_nights,Stanford Live and SF Ballet Present: Starry Nights,talks,,,,,https://events.stanford.edu/event/starry_nights,https://events.stanford.edu/event/starry_nights,serper
serper_events.stanford.edu/frost_amphitheater,Frost Amphitheater - Stanford Events,talks,,,,,https://events.stanford.edu/frost_amphitheater,https://events.stanford.edu/frost_amphitheater,serper
serper_events.stanford.edu/event/tchaikovsky-spectacular-with-san-francisco-symphony,Tchaikovsky Spectacular with San Francisco Symphony,talks,,,,,https://events.stanford.edu/event/tchaikovsky-spectacular-with-san-francisco-symphony,https://events.stanford.edu/event/tchaikovsky-spectacular-with-san-francisco-symphony,serper
serper_events.stanford.edu/event/sf_raiders,Raiders of the Lost Ark—Film with Live Orchestra - Stanford Events,talks,,,,,https://events.stanford.edu/event/sf_raiders,https://events.stanford.edu/event/sf_raiders,serper
serper_events.stanford.edu,Events Calendar - Stanford University,talks,,,,,https://events.stanford.edu/,https://events.stanford.edu/,serper
serper_events.stanford.edu/event/sfs_elgar,Stanford Live and the San Francisco Symphony Present: Elgar ...,talks,,,,,https://events.stanford.edu/event/sfs_elgar,https://events.stanford.edu/event/sfs_elgar,serper
serper_events.stanford.edu/event/stanford-day-at-wicked-pre-performance-reception,Stanford Day at Wicked Pre-Performance Reception,talks,,,,,https://events.stanford.edu/event/stanford-day-at-wicked-pre-performance-reception,https://events.stanford.edu/event/stanford-day-at-wicked-pre-performance-reception,serper
serper_events.stanford.edu/event/explore-the-bay-exploratorium-after-dark,Explore the Bay: Exploratorium After Dark - Stanford Events,talks,,,,,https://events.stanford.edu/event/explore-the-bay-exploratorium-after-dark,https://events.stanford.edu/event/explore-the-bay-exploratorium-after-dark,serper
serper_events.stanford.edu/event/film-screening-tell-them-we-were-here,Film Screening | Tell Them We Were Here - Stanford Events,talks,,,,,https://events.stanford.edu/event/film-screening-tell-them-we-were-here,https://events.stanford.edu/event/film-screening-tell-them-we-were-here,serper
serper_events.stanford.edu/event/raga_blues,Raga & Blues - Stanford Events,talks,,,,,https://events.stanford.edu/event/raga_blues,https://events.stanford.edu/event/raga_blues,serper
serper_events.stanford.edu/event/bing_fling,"Featuring Rufus Wainwright, San Francisco Ballet, and more",talks,,,,,https://events.stanford.edu/event/bing_fling,https://events.stanford.edu/event/bing_fling,serper
serper_events.stanford.edu/event/second-annual-art-in-the-city-series-moadsfmoma,DAAAS Second Annual Art in the City Series: MOAD/SFMOMA,talks,,,,,https://events.stanford.edu/event/second-annual-art-in-the-city-series-moadsfmoma,https://events.stanford.edu/event/second-annual-art-in-the-city-series-moadsfmoma,serper
serper_events.stanford.edu/event/fantasia_apocalyptica,Fantasia Apocalyptica - Stanford Events,talks,,,,,https://events.stanford.edu/event/fantasia_apocalyptica,https://events.stanford.edu/event/fantasia_apocalyptica,serper
serper_events.stanford.edu/event/sjw-2024-fall-jazz-festival,SJW Presents: 2024 Fall Jazz Festival - Stanford Events,talks,,,,,https://events.stanford.edu/event/sjw-2024-fall-jazz-festival,https://events.stanford.edu/event/sjw-2024-fall-jazz-festival,serper
serper_events.stanford.edu/event/stanford-night-at-san-francisco-opera-the-handmaids-tale-reception-and-performance,Stanford Night at San Francisco Opera With ... - Stanford Events,talks,,,,,https://events.stanford.edu/event/stanford-night-at-san-francisco-opera-the-handmaids-tale-reception-and-performance,https://events.stanford.edu/event/stanford-night-at-san-francisco-opera-the-handmaids-tale-reception-and-performance,serper
serper_events.stanford.edu/event/forms-frequencies-evicshen,Forms & Frequencies | Evicshen - Stanford Events,talks,,,,,https://events.stanford.edu/event/forms-frequencies-evicshen,https://events.stanford.edu/event/forms-frequencies-evicshen,serper
serper_events.stanford.edu/event/stanford_live_and_sf_ballet_present_starry_nights,Stanford Live and SF Ballet present Starry Nights,talks,,,,,https://events.stanford.edu/event/stanford_live_and_sf_ballet_present_starry_nights,https://events.stanford.edu/event/stanford_live_and_sf_ballet_present_starry_nights,serper
serper_events.stanford.edu/event/coldplays-music-of-the-spheres-world-tour-at-the-stanford-stadium,Coldplay's Music Of The Spheres World Tour At The Stanford Stadium,talks,,,,,https://events.stanford.edu/event/coldplays-music-of-the-spheres-world-tour-at-the-stanford-stadium,https://events.stanford.edu/event/coldplays-music-of-the-spheres-world-tour-at-the-stanford-stadium,serper
serper_events.stanford.edu/event/stanford-medicine-orchestra-concert-cultural-echoes,"Stanford Medicine Orchestra Concert, Cultural Echoes",talks,,,,,https://events.stanford.edu/event/stanford-medicine-orchestra-concert-cultural-echoes,https://events.stanford.edu/event/stanford-medicine-orchestra-concert-cultural-echoes,serper
serper_events.stanford.edu/event/studio_lecture_series_lava_thomas,Studio Lecture Series: Lava Thomas - Stanford University,talks,,,,,https://events.stanford.edu/event/studio_lecture_series_lava_thomas,https://events.stanford.edu/event/studio_lecture_series_lava_thomas,serper
serper_roxie.com/calendar,Calendar - Roxie Theater,movies,,,,,https://roxie.com/calendar/,https://roxie.com/calendar/,serper
serper_roxie.com,"Roxie - San Francisco's historic, nonprofit cinema.",movies,,,,,https://roxie.com/,https://roxie.com/,serper
serper_roxie.com/now-playing,Now Playing - Roxie Theater,movies,,,,,https://roxie.com/now-playing/,https://roxie.com/now-playing/,serper
serper_roxie.com/coming-soon,Coming Soon - Roxie Theater,movies,,,,,https://roxie.com/coming-soon/,https://roxie.com/coming-soon/,serper
serper_roxie.com/series/fraenkel-film-festival-2025,Fraenkel Film Festival 2025 - Roxie Theater,movies,,,,,https://roxie.com/series/fraenkel-film-festival-2025/,https://roxie.com/series/fraenkel-film-festival-2025/,serper
serper_roxie.com/film/spookfest-2025,SpookFest 2025 - Roxie Theater,movies,,,,,https://roxie.com/film/spookfest-2025/,https://roxie.com/film/spookfest-2025/,serper
serper_roxie.com/film/sinners,Sinners - Roxie Theater,movies,,,,,https://roxie.com/film/sinners/,https://roxie.com/film/sinners/,serper
serper_roxie.com/film/universal-language,Universal Language - Roxie Theater,movies,,,,,https://roxie.com/film/universal-language/,https://roxie.com/film/universal-language/,serper
serper_roxie.com/film/boys-go-to-jupiter,Boys Go to Jupiter - Roxie Theater,movies,,,,,https://roxie.com/film/boys-go-to-jupiter/,https://roxie.com/film/boys-go-to-jupiter/,serper
serper_roxie.com/film/the-room-next-door,The Room Next Door - Roxie Theater,movies,,,,,https://roxie.com/film/the-room-next-door/,https://roxie.com/film/the-room-next-door/,serper
serper_roxie.com/series/2025-san-francisco-documentary-festival,2025 San Francisco Documentary Festival - Roxie Theater,movies,,,,,https://roxie.com/series/2025-san-francisco-documentary-festival/,https://roxie.com/series/2025-san-francisco-documentary-festival/,serper
serper_roxie.com/film/artists-in-exile-a-story-of-modern-dance-in-san-francisco,Artists in Exile: A Story of Modern Dance in San Francisco - Roxie,movies,,,,,https://roxie.com/film/artists-in-exile-a-story-of-modern-dance-in-san-francisco/,https://roxie.com/film/artists-in-exile-a-story-of-modern-dance-in-san-francisco/,serper
serper_roxie.com/plan-your-visit/ticket-info,Ticket Info - Roxie Theater,movies,,,,,https://roxie.com/plan-your-visit/ticket-info/,https://roxie.com/plan-your-visit/ticket-info/,serper
serper_roxie.com/film/its-never-over-jeff-buckley,"It's Never Over, Jeff Buckley - Roxie Theater",movies,,,,,https://roxie.com/film/its-never-over-jeff-buckley/,https://roxie.com/film/its-never-over-jeff-buckley/,serper
serper_roxie.com/series/bay-visions,Bay Visions - Roxie Theater,movies,,,,,https://roxie.com/series/bay-visions/,https://roxie.com/series/bay-visions/,serper
serper_roxie.com/film/cuckoo,Cuckoo - Roxie Theater,movies,,,,,https://roxie.com/film/cuckoo/,https://roxie.com/film/cuckoo/,serper
serper_roxie.com/film/the-black-sea,The Black Sea - Roxie Theater,movies,,,,,https://roxie.com/film/the-black-sea/,https://roxie.com/film/the-black-sea/,serper
serper_roxie.com/series/bay-area-international-childrens-film-festival,Bay Area International Children's Film Festival - Roxie,movies,,,,,https://roxie.com/series/bay-area-international-childrens-film-festival/,https://roxie.com/series/bay-area-international-childrens-film-festival/,serper
serper_roxie.com/film/daft-punk-leiji-matsumoto-interstella-5555,Daft Punk & Leiji Matsumoto: Interstella 5555 - Roxie Theater,movies,,,,,https://roxie.com/film/daft-punk-leiji-matsumoto-interstella-5555/,https://roxie.com/film/daft-punk-leiji-matsumoto-interstella-5555/,serper
serper_roxie.com/film/the-strike,The Strike - Roxie Theater,movies,,,,,https://roxie.com/film/the-strike/,https://roxie.com/film/the-strike/,serper
serper_www.meetup.com/find/us--ca--san-francisco,"Events in San Francisco, California | Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/,https://www.meetup.com/find/us--ca--san-francisco/,serper
serper_www.meetup.com/find/us--ca--san-francisco/onlychild,"Onlychild events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/onlychild/,https://www.meetup.com/find/us--ca--san-francisco/onlychild/,serper
serper_www.meetup.com/20-somethings-friends-fun-in-sf,20 & 30-somethings friends & fun in SF - Meetup,tech,,,,,https://www.meetup.com/20-somethings-friends-fun-in-sf/,https://www.meetup.com/20-somethings-friends-fun-in-sf/,serper
serper_www.meetup.com/find/us--ca--san-francisco/making-friends-in-our-community,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/making-friends-in-our-community/,https://www.meetup.com/find/us--ca--san-francisco/making-friends-in-our-community/,serper
serper_www.meetup.com/find/us--ca--south-san-francisco,"Events in South San Francisco, California | Meetup",tech,,,,,https://www.meetup.com/find/us--ca--south-san-francisco/,https://www.meetup.com/find/us--ca--south-san-francisco/,serper
serper_www.meetup.com/find/us--ca--san-francisco/bay-area,"Bay area events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/bay-area/,https://www.meetup.com/find/us--ca--san-francisco/bay-area/,serper
serper_www.meetup.com/find/us--ca--san-francisco/seniors,"Seniors events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/seniors/,https://www.meetup.com/find/us--ca--san-francisco/seniors/,serper
serper_www.meetup.com/find/us--ca--san-francisco/brit,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/brit/,https://www.meetup.com/find/us--ca--san-francisco/brit/,serper
serper_www.meetup.com/find/us--ca--san-francisco/free-business-networking-events,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/free-business-networking-events/,https://www.meetup.com/find/us--ca--san-francisco/free-business-networking-events/,serper
serper_www.meetup.com/find/us--ca--south-san-francisco/over-50,"Find Events & Groups in South San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--south-san-francisco/over-50/,https://www.meetup.com/find/us--ca--south-san-francisco/over-50/,serper
serper_www.meetup.com/find/us--ca--san-francisco/san-francisco-tech-community,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/san-francisco-tech-community/,https://www.meetup.com/find/us--ca--san-francisco/san-francisco-tech-community/,serper
serper_www.meetup.com/find/us--ca--san-francisco/social-activities,"Social Activities Events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/social-activities/,https://www.meetup.com/find/us--ca--san-francisco/social-activities/,serper
serper_www.meetup.com/find/us--ca--san-francisco/expat,"Expat events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/expat/,https://www.meetup.com/find/us--ca--san-francisco/expat/,serper
serper_www.meetup.com/find/gb--hayes/bookclub,"Find Events & Groups in Hayes Valley, San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/gb--hayes/bookclub/,https://www.meetup.com/find/gb--hayes/bookclub/,serper
serper_www.meetup.com/find/us--ca--san-francisco/music,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/music/,https://www.meetup.com/find/us--ca--san-francisco/music/,serper
serper_www.meetup.com/find/us--ca--san-francisco/over-50,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/over-50/,https://www.meetup.com/find/us--ca--san-francisco/over-50/,serper
serper_www.meetup.com/find/us--ca--san-francisco/creative,"Creative events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/creative/,https://www.meetup.com/find/us--ca--san-francisco/creative/,serper
serper_www.meetup.com/find/us--ca--san-francisco/manifestation,"Find Events & Groups in San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/manifestation/,https://www.meetup.com/find/us--ca--san-francisco/manifestation/,serper
serper_www.meetup.com/find/us--ca--san-francisco/musicians,"Musicians events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/musicians/,https://www.meetup.com/find/us--ca--san-francisco/musicians/,serper
serper_www.meetup.com/find/us--ca--san-francisco/storytelling,"Storytelling events near San Francisco, CA - Meetup",tech,,,,,https://www.meetup.com/find/us--ca--san-francisco/storytelling/,https://www.meetup.com/find/us--ca--san-francisco/storytelling/,serper
serper_thegreekberkeley.com/calendar,Calendar | Greek Theatre,music,,,,,https://thegreekberkeley.com/calendar/,https://thegreekberkeley.com/calendar/,serper
serper_thegreekberkeley.com/event-listing,Event Listing - Greek Theatre,music,,,,,https://thegreekberkeley.com/event-listing/,https://thegreekberkeley.com/event-listing/,serper
serper_thegreekberkeley.com/events/the-postal-service-dcfc-231010,Upcoming Events - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/the-postal-service-dcfc-231010,https://thegreekberkeley.com/events/the-postal-service-dcfc-231010,serper
serper_thegreekberkeley.com,Greek Theatre | UC Berkeley,music,,,,,https://thegreekberkeley.com/,https://thegreekberkeley.com/,serper
serper_thegreekberkeley.com/venue-info/box-office,Tickets and Box Office - Berkeley - Greek Theatre,music,,,,,https://thegreekberkeley.com/venue-info/box-office/,https://thegreekberkeley.com/venue-info/box-office/,serper
serper_thegreekberkeley.com/events/coheed-and-cambria-taking-back-sunday-250918,Coheed And Cambria * Taking Back Sunday - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/coheed-and-cambria-taking-back-sunday-250918,https://thegreekberkeley.com/events/coheed-and-cambria-taking-back-sunday-250918,serper
serper_thegreekberkeley.com/events/big-wild-251003,Big Wild - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/big-wild-251003,https://thegreekberkeley.com/events/big-wild-251003,serper
serper_thegreekberkeley.com/events/rilo-kiley-251016,Rilo Kiley - Berkeley - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/rilo-kiley-251016,https://thegreekberkeley.com/events/rilo-kiley-251016,serper
serper_thegreekberkeley.com/events/counting-crows-250813,Counting Crows - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/counting-crows-250813,https://thegreekberkeley.com/events/counting-crows-250813,serper
serper_thegreekberkeley.com/events/bomba-estereo-rawayana-250912,BOMBA ESTÉREO + RAWAYANA - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/bomba-estereo-rawayana-250912,https://thegreekberkeley.com/events/bomba-estereo-rawayana-250912,serper
serper_thegreekberkeley.com/events/caamp-250719,Caamp | Greek Theatre,music,,,,,https://thegreekberkeley.com/events/caamp-250719,https://thegreekberkeley.com/events/caamp-250719,serper
serper_thegreekberkeley.com/events/big-thief-250925,Big Thief | Greek Theatre,music,,,,,https://thegreekberkeley.com/events/big-thief-250925,https://thegreekberkeley.com/events/big-thief-250925,serper
serper_thegreekberkeley.com/events/bloc-party-250614,Bloc Party - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/bloc-party-250614,https://thegreekberkeley.com/events/bloc-party-250614,serper
serper_thegreekberkeley.com/events/billy-idol-250914,Billy Idol | Greek Theatre,music,,,,,https://thegreekberkeley.com/events/billy-idol-250914,https://thegreekberkeley.com/events/billy-idol-250914,serper
serper_thegreekberkeley.com/events/billy-strings-240818,Billy Strings | Greek Theatre,music,,,,,https://thegreekberkeley.com/events/billy-strings-240818,https://thegreekberkeley.com/events/billy-strings-240818,serper
serper_thegreekberkeley.com/events/goo-goo-dolls-250904,Goo Goo Dolls - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/goo-goo-dolls-250904,https://thegreekberkeley.com/events/goo-goo-dolls-250904,serper
serper_thegreekberkeley.com/events/the-head-and-the-heart-250924,The Head and The Heart | Greek Theatre,music,,,,,https://thegreekberkeley.com/events/the-head-and-the-heart-250924,https://thegreekberkeley.com/events/the-head-and-the-heart-250924,serper
serper_thegreekberkeley.com/venue-info,Venue Info | Greek Theatre,music,,,,,https://thegreekberkeley.com/venue-info/,https://thegreekberkeley.com/venue-info/,serper
serper_thegreekberkeley.com/events/lorde-251019,Lorde - Berkeley - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/lorde-251019,https://thegreekberkeley.com/events/lorde-251019,serper
serper_thegreekberkeley.com/events/gracie-abrams-240908,Gracie Abrams - Greek Theatre,music,,,,,https://thegreekberkeley.com/events/gracie-abrams-240908,https://thegreekberkeley.com/events/gracie-abrams-240908,serper
serper_www.sfsymphony.org/calendar,Calendar - San Francisco Symphony,music,,,,,https://www.sfsymphony.org/Calendar,https://www.sfsymphony.org/Calendar,serper
serper_www.sfsymphony.org/calendar/single-tickets,Single Tickets - San Francisco Symphony,music,,,,,https://www.sfsymphony.org/calendar/Single-Tickets,https://www.sfsymphony.org/calendar/Single-Tickets,serper
serper_www.sfsymphony.org/discover-the-music/summer,Summer Concerts at the San Francisco Symphony,music,,,,,https://www.sfsymphony.org/Discover-the-Music/Summer,https://www.sfsymphony.org/Discover-the-Music/Summer,serper
serper_www.sfsymphony.org,San Francisco Symphony - Home,music,,,,,https://www.sfsymphony.org/,https://www.sfsymphony.org/,serper
serper_www.sfsymphony.org/calendar/this-month,This Month - San Francisco Symphony,music,,,,,https://www.sfsymphony.org/Calendar/This-Month,https://www.sfsymphony.org/Calendar/This-Month,serper
serper_www.sfsymphony.org/discover-the-music/festival-pages/holiday,Holiday Concerts at the San Francisco Symphony,music,,,,,https://www.sfsymphony.org/Discover-the-Music/festival-pages/Holiday,https://www.sfsymphony.org/Discover-the-Music/festival-pages/Holiday,serper
serper_www.sfsymphony.org/buy-tickets/2024-25/israel-philharmonic,Israel Philharmonic | San Francisco Symphony Official Site,music,,,,,https://www.sfsymphony.org/Buy-Tickets/2024-25/israel-philharmonic,https://www.sfsymphony.org/Buy-Tickets/2024-25/israel-philharmonic,serper
serper_www.sfsymphony.org/buy-tickets/2025-26/music-for-families,Around the World Through Dance - San Francisco Symphony,music,,,,,https://www.sfsymphony.org/Buy-Tickets/2025-26/MUSIC-FOR-FAMILIES,https://www.sfsymphony.org/Buy-Tickets/2025-26/MUSIC-FOR-FAMILIES,serper
