id,title,category,startDate,endDate,venue_name,venue_address,city,price_minmax,eventUrl,ticketUrl,source
d19b5205-31a8-4999-82ee-a276f32d4e47,The Second City: 65th Anniversary Show,theatre,2025-09-05T07:00:00.000Z,2025-09-28T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
452b9068-1ca9-4427-9a19-db3ea1845e6c,Mino 4 Miles – Celebration of Miles Davis,theatre,2025-09-06T07:00:00.000Z,2025-09-21T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
0eeb833d-8503-45e2-9e9e-653610d327a9,My Fair Lady,theatre,2025-09-13T07:00:00.000Z,2025-09-09T05:26:37.431Z,San Francisco Playhouse,"San Francisco, CA",San Francisco,-,https://www.sfplayhouse.org,,perplexity_api
3657c01d-ef72-48ca-9bfb-e6e6e3b35284,Jake Shimabukuro - Waves of Giving: An Evening of Island Magic & Luau,theatre,2025-09-13T07:00:00.000Z,2025-10-05T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
95e848cc-2ded-416f-84f0-5c8ced883dfd,Red Baraat,theatre,2025-09-18T07:00:00.000Z,2025-09-16T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
eecca0bf-f0d9-44d2-b242-857775b7cb55,Family Crest Workshop,theatre,2025-09-20T07:00:00.000Z,2025-09-17T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
ad681ab5-d007-4751-bdf7-ddfd305c4f84,Brian Stokes Mitchell,theatre,2025-09-21T07:00:00.000Z,2025-09-30T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
4fbf42ef-fe48-4816-850b-410afdc64977,Les Misérables,theatre,2025-09-24T07:00:00.000Z,2025-10-05T05:26:37.431Z,Orpheum Theatre,"San Francisco, CA",San Francisco,-,https://www.broadwaysf.com/events/les-miserables/,,perplexity_api
067768b2-b12c-4a92-9665-3497a978e2db,Noises Off,theatre,2025-09-25T07:00:00.000Z,2025-09-07T05:26:37.431Z,San Francisco Playhouse,"San Francisco, CA",San Francisco,-,https://www.sfplayhouse.org,,perplexity_api
fc18f54b-199d-4cdb-8bb5-64b580850375,Rick Beato: Live in San Francisco,theatre,2025-09-25T07:00:00.000Z,2025-09-26T05:26:37.431Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
ca28e1ff-2b2e-4cc5-86d3-fae586a1df6a,An Evening with Andy Summers,theatre,2025-09-27T07:00:00.000Z,2025-09-23T05:26:37.432Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
fb2d309b-3d02-4b9b-8f2f-4199d8a86f77,Camp Winnarainbow Benefit Concert,theatre,2025-10-01T07:00:00.000Z,2025-09-26T05:26:37.432Z,Presidio Theatre,"San Francisco, CA",San Francisco,-,https://www.presidiotheatre.org/shows,,perplexity_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTA3fDE1MjA3NTI4NDEzODM3Mjc5MTQy,Sofiane Pamart,theatre,2025-09-07 20:00:00,2025-09-07 23:00:00,The Curran Theatre,"The Curran Theatre, 445 Geary St, San Francisco, CA 94102",San Francisco,-,https://www.nobhillgazette.com/local-events/?_evDiscoveryPath=/event/1035064394n-sofiane-pamart,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTEyfDExNTI2ODE0Nzk0MzMyODAxNDk4,"Presidio Theatre - San Francisco, CA",theatre,2025-09-12 19:30:00,2025-09-13 01:30:00,Presidio Movie Theater,"Presidio Movie Theater, 2340 Chestnut St, San Francisco, CA 94123",San Francisco,-,https://www.eventticketscenter.com/jake-shimabukuro-san-francisco-09-12-2025/7280114/t,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTI2fDEwNTcyMDI5MDg2NTQ3ODc3MTg3,Sparks,theatre,2025-09-27 20:00:00,2025-09-27 21:30:00,Golden Gate Theatre,"Golden Gate Theatre, 1 Taylor St, San Francisco, CA 94102",San Francisco,-,https://www.goldengatetheatresf.com/events/sparks-27-september-2025/,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTE1fDk2Nzg3MzA1NzU3NzM3NjY5NDY=,Justin Hayward,theatre,2025-09-15 19:30:00,2025-09-15 21:00:00,Palace of Fine Arts,"Palace of Fine Arts, 3601 Lyon St, San Francisco, CA 94123",San Francisco,-,https://dothebay.com/events/2025/9/15/justin-hayward-tickets,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTEwLTA2fDIxMDk1MDc0ODgxNTg2NzQ3MzU=,RY X,theatre,2025-10-06 19:00:00,2025-10-06 21:30:00,Herbst Theatre,"Herbst Theatre, 401 Van Ness Ave, San Francisco, CA 94102",San Francisco,-,https://open.spotify.com/concert/47Rr728kFpJUallLL407E7,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTEwLTExfDEzODg1ODM0OTA2MjAxMzc0MTg=,Craig Ferguson,theatre,2025-10-11 16:59:00,2025-10-11 18:30:00,Palace of Fine Arts,"Palace of Fine Arts, 3601 Lyon St, San Francisco, CA 94123",San Francisco,-,https://gametime.co/concert/craig-ferguson-tickets/10-11-2025-san-francisco-ca-palace-of-fine-arts/events/689cd662323953f5df6eade2,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTIwfDE0OTYyMzA3NDU3MTg5Njk2MDE3,Brian Stokes Mitchell,theatre,2025-09-20 19:30:00,2025-09-20 22:30:00,Presidio Movie Theater,"Presidio Movie Theater, 2340 Chestnut St, San Francisco, CA 94123",San Francisco,-,https://www.eventticketscenter.com/brian-stokes-mitchell-san-francisco-09-20-2025/7280111/t,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTA2fDk0MTI5ODc2NjgyNzc2OTUyNDk=,Frankie Beverly Tribute,theatre,2025-09-06 20:00:00,2025-09-06 21:30:00,Historic BAL Theatre,"Historic BAL Theatre, 14808 E 14th St, San Leandro, CA 94578",San Leandro,-,https://www.sfgate.com/culture-events/?_evDiscoveryPath=/event/39175260t-the-ultimate-frankie-beverly-marvin-gaye-tribute-concert,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTE3fDE1NzA3OTk5MDc2NDMyMjMyODI3,TripleS,theatre,2025-09-17 19:30:00,2025-09-17 21:00:00,Palace of Fine Arts,"Palace of Fine Arts, 3601 Lyon St, San Francisco, CA 94123",San Francisco,-,https://dothebay.com/events/2025/9/17/triples-alphie-world-tour-alpha-percent-tickets,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTEwLTE4fDg0MDU2MDg0NTUwMDA1NDg0OA==,Zucchero,theatre,2025-10-18 19:30:00,2025-10-18 21:30:00,Palace of Fine Arts,"Palace of Fine Arts, 3601 Lyon St, San Francisco, CA 94123",San Francisco,-,https://open.spotify.com/concert/1GIak4KzN5PdVJ9dVUimBF,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTA5LTI4fDk1MjU3OTI1OTMyMjk5Njc1NTI=,Runnicles Conducts Mahler 1,theatre,2025-09-28 14:00:00,2025-09-28 15:30:00,Louise M. Davies Symphony Hall,"Louise M. Davies Symphony Hall, 201 Van Ness Ave, San Francisco, CA 94102",San Francisco,-,https://dothebay.com/events/2025/9/28/runnicles-conducts-mahler-1-tickets,,apyflux_api
apyflux_L2F1dGhvcml0eS9ob3Jpem9uL2NsdXN0ZXJlZF9ldmVudC8yMDI1LTEwLTE2fDIzMjAyODI3MTU5NzIzMDM0ODE=,ADDISON RAE - MOVED TO BILL GRAHAM CIVIC AUDITORIUM,theatre,2025-10-16 20:00:00,2025-10-16 23:00:00,Fox Theater,"Fox Theater, 1807 Telegraph Ave, Oakland, CA 94612",Oakland,-,https://open.spotify.com/concert/5Q0xhHVJTA1vbTRimYkwIA,,apyflux_api
